XLC,XLC,XLP,XLP,XLY,XLY,XLE,XLE,XLF,XLF,XLV,XLV,XLI,XLI,XLB,XLB,XLRE,XLRE,XLK,XLK,XLU,XLU
Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close,Open,Adj Close
48.58000183105469,49.798789978027344,74.58999633789062,73.28292846679688,129.92999267578125,130.65179443359375,86.91999816894531,83.78148651123047,34.45000076293945,34.58991622924805,135.9600067138672,132.96145629882812,98.77999877929688,98.84334564208984,77.80999755859375,78.41775512695312,37.22999954223633,36.323116302490234,125.7699966430664,123.4537353515625,70.69999694824219,68.14584350585938
50.619998931884766,51.72553634643555,75.7300033569336,72.27719116210938,133.6699981689453,138.1998291015625,88.87999725341797,86.06835174560547,35.5,35.31338882446289,135.80999755859375,132.74588012695312,101.16000366210938,100.36160278320312,81.02999877929688,81.75466918945312,38.060001373291016,37.93406295776367,125.8499984741211,129.15480041503906,70.98999786376953,68.46258544921875
52.220001220703125,52.46657943725586,74.86000061035156,70.22704315185547,140.11000061035156,137.48756408691406,90.16000366210938,86.57549285888672,36.029998779296875,34.56058120727539,135.3800048828125,131.2366180419922,102.4000015258789,96.9626693725586,83.93000030517578,80.76921081542969,39.58000183105469,37.6080436706543,130.30999755859375,129.99609375,71.37999725341797,66.44700622558594
53.150001525878906,54.630462646484375,72.76000213623047,70.45914459228516,139.35000610351562,146.30189514160156,91.13999938964844,87.29312133789062,35.380001068115234,35.440486907958984,133.99000549316406,130.20758056640625,99.30000305175781,99.06863403320312,82.66999816894531,81.3741455078125,39.25,38.69158935546875,131.8699951171875,135.3012237548828,68.98999786376953,66.12068176269531
54.7400016784668,57.50575256347656,72.70999908447266,70.98135375976562,146.77999877929688,149.72474670410156,90.56999969482422,82.25053405761719,36.060001373291016,35.77289581298828,132.61000061035156,130.0409698486328,100.51000213623047,100.74361419677734,82.88999938964844,81.3839111328125,40.029998779296875,39.27652359008789,135.1300048828125,140.31936645507812,68.63999938964844,65.18006134033203
57.52000045776367,54.30439758300781,73.27999877929688,70.56552124023438,150.77999877929688,146.55908203125,86.04000091552734,86.31712341308594,36.380001068115234,35.67512512207031,132.5,129.84495544433594,102.3499984741211,100.04815673828125,82.66999816894531,80.03742980957031,40.380001068115234,38.471046447753906,140.1999969482422,138.94357299804688,67.66000366210938,64.98810577392578
55.22999954223633,54.68974304199219,73.19000244140625,71.25212097167969,148.13999938964844,148.95310974121094,89.75,80.8439712524414,36.470001220703125,35.57735824584961,132.50999450683594,129.35494995117188,102.33999633789062,100.91992950439453,82.16999816894531,79.32516479492188,40.27000045776367,37.98201370239258,140.92999267578125,138.3893280029297,67.73999786376953,65.7271499633789
54.790000915527344,52.60491943359375,73.37999725341797,70.3140869140625,148.32000732421875,142.31517028808594,84.12000274658203,81.00662994384766,36.08000183105469,34.8636589050293,131.02999877929688,125.94442749023438,102.26000213623047,98.25563049316406,80.87999725341797,79.21784210205078,39.400001525878906,36.56283950805664,137.9499969482422,134.69747924804688,67.9800033569336,63.93232345581055
53.630001068115234,54.10678482055664,73.05999755859375,70.14968872070312,145.49000549316406,144.73886108398438,84.83000183105469,83.49443054199219,35.9900016784668,35.18629455566406,129.2100067138672,126.59123992919922,101.5199966430664,101.54682159423828,81.70999908447266,82.54499816894531,38.66999816894531,37.15735626220703,137.4600067138672,138.70603942871094,66.94000244140625,63.5867919921875
55.09000015258789,51.63660430908203,72.33999633789062,68.76680755615234,146.67999267578125,136.71595764160156,86.77999877929688,79.0642318725586,36.0099983215332,32.19462585449219,129.25999450683594,121.67147064208984,103.73999786376953,96.97247314453125,84.2699966430664,76.28095245361328,38.959999084472656,34.61627197265625,141.0399932861328,134.3807830810547,66.29000091552734,61.830360412597656
51.849998474121094,54.35380172729492,71.04000091552734,69.7338638305664,136.16000366210938,139.8222198486328,80.5199966430664,73.64848327636719,31.760000228881836,30.288171768188477,123.75,123.34733581542969,97.98999786376953,94.69017028808594,77.4000015258789,73.6758041381836,35.869998931884766,34.74093246459961,134.9199981689453,141.99208068847656,64.33999633789062,64.27784729003906
54.90999984741211,55.974239349365234,72.04000091552734,70.56552124023438,140.74000549316406,140.0596466064453,76.0999984741211,74.52877807617188,31.06999969482422,30.297950744628906,125.58000183105469,124.75859069824219,96.70999908447266,94.9252700805664,75.7699966430664,74.94422912597656,36.060001373291016,34.05052185058594,142.88999938964844,144.46649169921875,66.58000183105469,63.0493049621582
56.650001525878906,57.43510437011719,73.22000122070312,72.59550476074219,142.94000244140625,148.38558959960938,78.70999908447266,80.082763671875,31.520000457763672,31.588050842285156,128.1999969482422,127.37034606933594,97.69000244140625,99.51445007324219,77.61000061035156,79.04300689697266,35.72999954223633,36.09873580932617,146.17999267578125,149.7947540283203,65.88999938964844,65.44776153564453
57.54999923706055,58.386253356933594,74.76000213623047,73.22711181640625,148.19000244140625,143.81118774414062,86.31999969482422,82.16145324707031,32.119998931884766,31.43084716796875,129.55999755859375,131.36480712890625,100.95999908447266,96.16057586669922,80.81999969482422,78.03366088867188,37.290000915527344,35.82833480834961,150.08999633789062,147.87039184570312,67.44000244140625,67.49752807617188
58.4900016784668,58.6834831237793,75.0999984741211,73.05220031738281,143.4499969482422,145.76597595214844,85.30000305175781,84.33682250976562,31.8700008392334,32.30529022216797,133.16000366210938,132.39785766601562,97.38999938964844,98.18666076660156,79.31999969482422,79.3075942993164,36.880001068115234,35.3454704284668,147.58999633789062,147.45375061035156,69.41000366210938,66.60802459716797
58.58000183105469,57.157691955566406,75.33000183105469,74.40286254882812,147.27000427246094,146.2323455810547,86.94000244140625,82.16145324707031,32.86000061035156,32.63935089111328,134.61000061035156,132.1322021484375,100.08000183105469,98.95382690429688,80.97000122070312,79.08220672607422,36.619998931884766,35.90559005737305,148.83999633789062,146.5709228515625,69.01000213623047,67.31382751464844
57.709999084472656,59.3473014831543,76.56999969482422,75.24823760986328,147.58999633789062,146.71856689453125,84.70999908447266,82.30648040771484,33.20000076293945,32.5902214050293,134.44000244140625,131.3746337890625,100.61000061035156,98.3538589477539,80.83000183105469,78.93521881103516,37.25,36.4560546875,147.1699981689453,149.61622619628906,69.5999984741211,66.69503784179688
59.810001373291016,57.79179000854492,77.30999755859375,74.99560546875,147.5,146.0537567138672,84.05999755859375,77.56900024414062,33.2599983215332,31.764904022216797,133.72000122070312,131.43365478515625,100.01000213623047,97.87194061279297,80.6500015258789,78.06305694580078,37.630001068115234,36.156681060791016,150.7100067138672,150.02293395996094,68.81999969482422,66.74337768554688
58.25,59.159053802490234,76.91000366210938,74.93729400634766,147.63999938964844,146.68881225585938,81.4000015258789,75.91570281982422,32.5099983215332,31.342416763305664,133.38999938964844,130.0562744140625,99.9000015258789,96.85887908935547,80.1500015258789,76.53433227539062,37.31999969482422,35.81867599487305,150.9499969482422,149.73526000976562,68.95999908447266,66.74337768554688
59.709999084472656,60.84336471557617,77.23999786376953,73.77125549316406,148.0,150.3800811767578,78.80999755859375,76.9985580444336,31.959999084472656,32.030181884765625,132.2100067138672,129.19046020507812,98.44000244140625,98.13748168945312,78.5,77.05370330810547,37.130001068115234,34.968841552734375,151.10000610351562,156.2126922607422,69.29000091552734,63.920101165771484
61.5,61.58644485473633,75.72000122070312,71.35173034667969,151.6199951171875,150.7968292236328,79.33999633789062,76.15740966796875,32.709999084472656,31.548748016357422,131.5,125.47148132324219,99.81999969482422,96.72119140625,78.79000091552734,74.71161651611328,36.279998779296875,34.476322174072266,157.00999450683594,163.45394897460938,66.27999877929688,62.45045471191406
62.65999984741211,62.57721710205078,73.0,71.52664184570312,153.6300048828125,155.78802490234375,77.4000015258789,77.24993896484375,32.15999984741211,32.2266845703125,126.88999938964844,128.21646118164062,98.4800033569336,99.27839660644531,76.18000030517578,76.99491119384766,35.970001220703125,35.548274993896484,167.1999969482422,165.556884765625,64.69999694824219,62.9629020690918
62.91999816894531,62.62675857543945,73.5,71.0407943725586,156.97000122070312,159.95558166503906,81.06999969482422,78.63250732421875,32.84000015258789,32.5705680847168,130.61000061035156,128.31484985351562,101.1500015258789,100.71436309814453,78.7300033569336,77.4162826538086,36.88999938964844,35.84764862060547,166.8000030517578,164.67405700683594,65.26000213623047,64.19083404541016
63.439998626708984,64.16246795654297,73.19999694824219,72.55663299560547,162.19000244140625,165.09561157226562,80.11000061035156,78.1781005859375,33.18000030517578,32.9930534362793,130.35000610351562,130.07594299316406,102.5,103.71414184570312,79.08999633789062,80.11115264892578,37.099998474121094,36.398109436035156,167.14999389648438,171.79627990722656,66.44000244140625,65.07068634033203
64.27999877929688,63.46891403198242,74.05000305175781,71.69181823730469,165.69000244140625,164.1727752685547,79.62000274658203,74.79418182373047,33.209999084472656,32.16773986816406,130.41000366210938,129.8693389892578,104.36000061035156,101.57987976074219,80.52999877929688,78.0728530883789,37.130001068115234,34.630836486816406,171.83999633789062,167.2928009033203,66.56999969482422,62.875877380371094
63.959999084472656,64.58422088623047,73.77999877929688,72.58206939697266,164.44000244140625,168.8380584716797,77.5,79.16905212402344,32.689998626708984,33.26939392089844,131.6699981689453,131.12509155273438,103.23999786376953,105.9754638671875,79.88999938964844,81.60700988769531,35.849998474121094,36.748138427734375,168.8000030517578,172.82211303710938,65.13999938964844,63.781227111816406
64.87000274658203,64.55445098876953,74.05999755859375,71.88728332519531,171.50999450683594,168.40057373046875,81.37000274658203,78.79840850830078,33.709999084472656,33.150962829589844,132.35000610351562,127.4402084350586,106.91000366210938,104.8694839477539,82.83000183105469,80.00183868408203,37.540000915527344,36.845638275146484,173.8300018310547,170.18795776367188,65.30000305175781,63.73249435424805
65.16999816894531,66.6384506225586,73.56999969482422,72.68972778320312,169.5,173.91880798339844,80.58000183105469,79.44214630126953,33.599998474121094,33.802337646484375,129.00999450683594,130.1075439453125,106.2300033569336,107.24929809570312,80.66000366210938,81.9910659790039,37.689998626708984,37.82065200805664,170.58999633789062,174.9394073486328,65.27999877929688,65.15547943115234
67.1500015258789,65.06056213378906,74.0,74.01081085205078,175.02000427246094,170.00135803222656,81.16000366210938,82.22189331054688,34.209999084472656,34.79913330078125,131.35000610351562,134.59268188476562,108.41999816894531,108.17752075195312,82.9800033569336,82.47360229492188,38.65999984741211,37.63539505004883,176.32000732421875,175.0785675048828,66.62999725341797,66.72467041015625
65.8499984741211,68.28580474853516,75.61000061035156,74.47076416015625,170.74000549316406,171.7711639404297,84.7300033569336,83.73368072509766,35.279998779296875,34.73991775512695,136.24000549316406,133.55535888671875,109.51000213623047,108.77987670898438,83.8499984741211,83.97042846679688,38.709999084472656,36.94314193725586,176.91000366210938,176.87777709960938,68.55999755859375,65.34066772460938
68.75,66.57890319824219,76.0,73.05180358886719,173.19000244140625,170.56809997558594,86.5999984741211,84.77729797363281,35.27000045776367,34.45370864868164,134.9499969482422,130.79910278320312,110.30000305175781,106.88392639160156,85.47000122070312,82.29634094238281,38.0,36.14363479614258,178.10000610351562,170.13824462890625,67.30999755859375,62.367977142333984
67.45999908447266,66.60868072509766,74.79000091552734,73.19860076904297,172.14999389648438,168.74856567382812,87.41000366210938,87.68385314941406,35.130001068115234,34.46357727050781,132.8000030517578,134.029541015625,108.6500015258789,107.52578735351562,83.87000274658203,81.45928955078125,37.18000030517578,36.45563888549805,171.8800048828125,165.90365600585938,64.2300033569336,62.93327331542969
66.98999786376953,64.56436920166016,74.9000015258789,71.45669555664062,168.67999267578125,161.72898864746094,89.6500015258789,86.62071228027344,34.81999969482422,33.53586196899414,135.69000244140625,131.91542053222656,108.80999755859375,104.90898895263672,82.5199966430664,79.59809875488281,37.34000015258789,35.28562545776367,166.72999572753906,163.97525024414062,64.52999877929688,61.88065719604492
65.0199966430664,64.8819351196289,72.83000183105469,70.86954498291016,163.61000061035156,163.71754455566406,89.16999816894531,85.43077850341797,34.029998779296875,33.545738220214844,133.47999572753906,131.796875,106.22000122070312,105.20523071289062,81.02999877929688,79.56855773925781,36.130001068115234,35.539127349853516,165.80999755859375,167.70286560058594,63.29999923706055,62.01710510253906
65.80000305175781,66.58882904052734,72.66000366210938,70.59553527832031,165.72000122070312,168.6988525390625,87.81999969482422,88.50313568115234,34.099998474121094,34.2365837097168,133.8800048828125,131.95494079589844,107.05999755859375,107.43692016601562,81.0199966430664,82.54252624511719,36.56999969482422,36.075382232666016,169.99000549316406,175.14816284179688,63.7400016784668,61.05219650268555
67.02999877929688,66.44989776611328,72.01000213623047,70.16496276855469,169.3699951171875,167.78411865234375,91.25,89.78084564208984,34.650001525878906,33.851680755615234,133.63999938964844,130.4632110595703,108.61000061035156,104.30663299560547,83.69000244140625,80.5533218383789,36.939998626708984,35.70487594604492,175.75999450683594,171.7584991455078,62.599998474121094,61.57851028442383
67.2699966430664,66.9957046508789,71.80000305175781,70.5074691772461,171.25999450683594,170.8067169189453,92.72000122070312,89.74182891845703,34.459999084472656,34.374759674072266,132.0,130.59164428710938,105.88999938964844,103.68452453613281,82.33000183105469,80.46468353271484,36.65999984741211,35.870628356933594,174.30999755859375,167.89173889160156,63.11000061035156,63.29390335083008
67.23999786376953,65.12010955810547,71.80000305175781,68.63835906982422,171.0,160.00888061523438,92.27999877929688,87.10838317871094,34.630001068115234,33.22004699707031,131.86000061035156,128.5762939453125,104.56999969482422,100.51473999023438,81.22000122070312,77.17559051513672,36.5,33.70610427856445,168.0500030517578,163.4285430908203,64.45999908447266,61.68572235107422
65.37000274658203,65.23281860351562,69.91999816894531,67.79317474365234,160.27000427246094,160.34327697753906,89.06999969482422,88.81233215332031,33.59000015258789,32.88278579711914,130.02000427246094,127.70503234863281,101.3499984741211,100.51769256591797,78.06999969482422,77.7257308959961,34.400001525878906,33.48344802856445,163.99000549316406,163.29946899414062,62.91999816894531,57.90166473388672
65.76000213623047,66.56593322753906,68.6500015258789,65.68479919433594,160.02000427246094,159.97474670410156,90.2699966430664,84.23367309570312,33.060001373291016,32.753910064697266,128.3300018310547,128.96481323242188,101.08999633789062,99.92279815673828,78.23999786376953,77.1716079711914,33.939998626708984,32.98223114013672,164.00999450683594,167.57296752929688,58.59000015258789,56.2509765625
66.58000183105469,66.72509765625,66.41999816894531,65.81288146972656,158.6699981689453,158.34121704101562,88.02999877929688,88.02629852294922,32.7400016784668,32.92243957519531,129.64999389648438,129.1433563232422,101.16999816894531,100.8845443725586,77.54000091552734,76.82527923583984,33.369998931884766,33.748802185058594,167.19000244140625,167.9813995361328,57.150001525878906,58.26520538330078
67.56999969482422,66.17792510986328,67.19000244140625,66.27593231201172,159.8300018310547,151.0900115966797,90.16999816894531,88.68461608886719,33.459999084472656,31.921186447143555,130.7100067138672,127.03048706054688,102.66999816894531,97.86048889160156,78.22000122070312,74.50984191894531,34.54999923706055,32.18617630004883,168.91000366210938,163.30941772460938,59.41999816894531,57.01736831665039
66.45999908447266,62.76557159423828,67.19000244140625,65.59613037109375,151.0800018310547,148.9983367919922,89.73999786376953,83.15287017822266,32.130001068115234,31.17768096923828,127.97000122070312,122.15003967285156,98.55000305175781,95.61971282958984,74.56999969482422,74.16350555419922,32.470001220703125,31.79305648803711,162.9199981689453,160.50025939941406,57.5,57.70515060424805
63.63999938964844,67.21257781982422,66.83000183105469,67.73406219482422,151.30999755859375,159.58627319335938,84.93000030517578,85.1670913696289,31.670000076293945,33.48750305175781,123.77999877929688,126.3857192993164,97.08000183105469,100.7358169555664,75.70999908447266,77.96321868896484,32.540000915527344,34.50554275512695,161.97000122070312,171.09933471679688,58.97999954223633,60.78053283691406
67.58999633789062,68.11790466308594,68.7699966430664,67.94096374511719,160.82000732421875,160.7615966796875,87.37000274658203,81.95417022705078,33.869998931884766,33.61637878417969,127.94999694824219,125.25487518310547,101.68000030517578,101.67774963378906,78.80999755859375,76.54822540283203,35.04999923706055,33.79793930053711,171.99000549316406,178.8295135498047,61.970001220703125,59.26740646362305
68.16000366210938,69.70967864990234,68.9000015258789,68.46312713623047,160.69000244140625,166.47891235351562,83.54000091552734,83.21183013916016,33.790000915527344,34.706851959228516,126.4000015258789,127.21896362304688,102.30999755859375,104.71171569824219,76.91000366210938,79.42768096923828,34.119998931884766,35.35074234008789,178.77000427246094,182.09689331054688,60.189998626708984,61.20302963256836
69.88999938964844,70.5950927734375,69.19999694824219,69.36953735351562,167.10000610351562,167.57456970214844,85.04000091552734,83.44763946533203,34.959999084472656,35.07365036010742,127.75,130.07582092285156,105.5,105.43550109863281,80.1500015258789,80.26876831054688,35.90999984741211,35.6947135925293,183.02999877929688,183.70069885253906,62.0,61.59605026245117
70.61000061035156,69.55050659179688,70.33999633789062,69.90155792236328,168.33999633789062,170.4132843017578,84.48999786376953,83.53606414794922,35.25,35.856807708740234,130.85000610351562,130.77017211914062,106.0,107.81509399414062,80.81999969482422,82.47535705566406,36.34000015258789,37.355613708496094,184.14999389648438,184.86619567871094,62.7400016784668,62.421390533447266
69.0,70.11756896972656,70.55999755859375,69.07396697998047,169.85000610351562,172.50498962402344,84.4000015258789,80.79476928710938,35.959999084472656,35.81715774536133,131.47999572753906,131.0082550048828,107.88999938964844,108.03321838378906,82.66000366210938,81.07026672363281,37.79999923706055,37.24751281738281,183.72999572753906,185.94204711914062,63.22999954223633,62.30348587036133
70.19000244140625,70.65478515625,70.5,70.18727111816406,172.99000549316406,178.5011749267578,82.30000305175781,82.8286361694336,36.13999938964844,37.026588439941406,132.77999877929688,133.08145141601562,109.23999786376953,112.05868530273438,81.77999877929688,84.2762680053711,37.810001373291016,39.31135940551758,186.11000061035156,190.96266174316406,63.08000183105469,62.85371398925781
71.0,72.23661804199219,71.01000213623047,70.16756439208984,179.4600067138672,178.7700958251953,84.9800033569336,83.49677276611328,37.349998474121094,37.01667785644531,134.05999755859375,133.93453979492188,112.68000030517578,112.16775512695312,85.22000122070312,84.70175170898438,39.72999954223633,39.04600143432617,191.24000549316406,191.31130981445312,63.54999923706055,61.52726745605469
72.72000122070312,72.46389770507812,71.06999969482422,71.50357818603516,179.8800048828125,178.4213409423828,85.69999694824219,83.16788482666016,37.369998931884766,37.45896530151367,134.91000366210938,135.88931274414062,113.22000122070312,113.63880157470703,85.70999908447266,85.23382568359375,39.779998779296875,39.78910446166992,192.1699981689453,192.1626739501953,62.52000045776367,62.811065673828125
